age,gender,past_purchases,campaign_variant,ad_source,email_signup,campaign_spend
49,Man,16,A,Facebook,TRUE,104.11
47,Man,40,A,TikTok,FALSE,57.43
46,Man,37,A,Instagram,FALSE,139.2
59,Woman,16,B,Google Search,TRUE,417.75
25,Woman,80,C,Facebook,TRUE,98.35
23,Man,6,B,TikTok,FALSE,78.55
49,Man,24,C,Facebook,FALSE,243.33
38,Man,40,B,Google Search,TRUE,239.1
41,Woman,12,B,Google Search,TRUE,261.23
51,Man,48,A,Google Search,TRUE,171.9
51,Woman,29,A,Instagram,FALSE,227.97
36,Woman,67,A,Google Search,TRUE,185.03
35,Man,32,B,TikTok,TRUE,207.97
41,Man,12,C,TikTok,TRUE,119
56,Man,36,A,Facebook,TRUE,199.6
46,Woman,37,B,Google Search,FALSE,352.72
61,Man,21,A,TikTok,FALSE,84.93
40,Man,31,A,Instagram,TRUE,100.61
57,Woman,30,A,Facebook,TRUE,219.37
53,Man,18,A,Google Search,TRUE,286.44
49,Woman,32,B,Google Search,FALSE,331.94
46,Non-Binary,39,B,Facebook,FALSE,267.7
36,Man,54,B,Google Search,TRUE,127.8
38,Woman,28,B,Google Search,TRUE,296.23
43,Non-Binary,58,A,Instagram,TRUE,209.83
41,Woman,45,A,Facebook,TRUE,123.97
54,Woman,46,B,TikTok,TRUE,202.46
38,Woman,48,B,Facebook,TRUE,203.76
39,Man,7,B,Instagram,FALSE,137.03
33,Woman,28,C,Facebook,FALSE,121.74
38,Man,22,A,Google Search,TRUE,141.26
39,Non-Binary,51,A,Facebook,TRUE,148.3
18,Woman,66,A,TikTok,TRUE,10.79
20,Woman,58,C,Facebook,FALSE,153.27
39,Man,31,A,Google Search,FALSE,152.3
36,Woman,53,B,Facebook,FALSE,123.32
22,Non-Binary,47,B,Google Search,FALSE,136.17
18,Man,42,C,Instagram,TRUE,53.38
35,Man,21,C,TikTok,TRUE,99.77
50,Woman,59,B,Google Search,TRUE,383.43
67,Woman,0,B,TikTok,TRUE,360.69
39,Woman,17,B,Google Search,FALSE,257.92
62,Woman,3,A,Instagram,FALSE,248.59
41,Woman,44,C,Facebook,FALSE,213.89
42,Man,34,C,TikTok,TRUE,92.02
45,Woman,35,A,Google Search,TRUE,187.97
27,Woman,49,B,TikTok,FALSE,115.41
39,Man,46,C,TikTok,TRUE,118.5
54,Man,7,A,Facebook,TRUE,132.5
29,Man,42,A,Instagram,FALSE,80.64
35,Non-Binary,53,A,TikTok,TRUE,129.41
23,Woman,50,C,Instagram,TRUE,222.62
45,Woman,46,C,TikTok,TRUE,219.21
46,Man,44,A,Instagram,TRUE,141.73
50,Woman,30,C,TikTok,FALSE,143.9
22,Woman,51,A,Facebook,TRUE,32.42
42,Woman,74,A,TikTok,TRUE,187.83
26,Man,42,A,Instagram,FALSE,57.67
40,Man,0,B,TikTok,FALSE,94.1
60,Man,31,B,Facebook,FALSE,192.29
32,Woman,66,C,Facebook,TRUE,112
51,Non-Binary,38,A,Google Search,FALSE,278.32
29,Non-Binary,81,B,TikTok,TRUE,256
33,Woman,44,A,TikTok,TRUE,12.21
47,Man,33,A,Google Search,FALSE,208.27
30,Woman,40,A,Google Search,FALSE,125.39
18,Woman,61,B,Google Search,TRUE,143.72
59,Man,10,A,Instagram,TRUE,173.66
45,Man,8,A,Instagram,FALSE,226.68
31,Woman,53,B,Instagram,FALSE,215.83
18,Man,25,C,TikTok,FALSE,17.72
69,Man,15,C,Instagram,FALSE,356.64
80,Man,27,A,Instagram,TRUE,291.91
43,Other,30,C,Facebook,FALSE,164.84
53,Man,0,A,Facebook,TRUE,72.14
58,Non-Binary,30,A,Instagram,TRUE,325.1
29,Man,38,B,Instagram,TRUE,162.21
35,Woman,39,B,Instagram,FALSE,266.44
18,Man,78,B,Google Search,TRUE,59.51
29,Man,33,C,Facebook,FALSE,123.64
49,Man,54,A,Google Search,TRUE,126.57
36,Woman,43,C,Google Search,TRUE,265.18
37,Man,39,C,Google Search,TRUE,180.81
38,Woman,46,C,Facebook,TRUE,258.12
18,Non-Binary,62,A,TikTok,TRUE,25.74
53,Man,14,A,Instagram,FALSE,326.28
18,Man,38,C,Instagram,FALSE,100.74
37,Woman,37,A,Google Search,TRUE,245.75
33,Man,45,A,Google Search,TRUE,95.31
37,Woman,44,C,Facebook,FALSE,151.68
62,Woman,25,B,Instagram,FALSE,405.88
31,Man,41,B,Google Search,FALSE,232.14
28,Non-Binary,60,C,Instagram,FALSE,155.8
18,Other,37,C,Facebook,FALSE,0
28,Woman,55,B,Google Search,TRUE,193.86
23,Woman,50,C,TikTok,FALSE,52.06
46,Woman,40,C,Facebook,FALSE,283.46
27,Man,32,A,Facebook,FALSE,104.85
45,Man,27,B,Instagram,TRUE,231.91
38,Woman,45,B,Instagram,FALSE,261.6
18,Woman,100,B,Facebook,TRUE,0
28,Woman,30,B,Google Search,TRUE,191.14
53,Man,30,A,Instagram,FALSE,193.25
54,Man,26,A,Instagram,TRUE,170.57
70,Non-Binary,14,B,Google Search,FALSE,576.69
40,Man,25,B,Facebook,FALSE,132.25
18,Woman,65,C,Instagram,TRUE,112.23
28,Man,49,C,TikTok,FALSE,15.51
46,Woman,38,B,Google Search,FALSE,293.88
69,Woman,2,C,Google Search,TRUE,539.32
42,Woman,57,C,Google Search,FALSE,309.86
57,Woman,38,B,Instagram,FALSE,407.07
52,Man,18,C,Instagram,TRUE,237.99
22,Woman,72,B,Instagram,TRUE,181.32
37,Man,41,A,TikTok,FALSE,136.99
60,Woman,24,A,Instagram,TRUE,289.3
53,Non-Binary,43,A,Instagram,TRUE,284.51
47,Non-Binary,38,C,Google Search,TRUE,339.8
47,Man,12,A,TikTok,FALSE,112.97
33,Woman,51,A,Instagram,TRUE,125.55
20,Woman,97,C,Facebook,TRUE,90.06
59,Man,26,C,Facebook,TRUE,230.28
19,Man,42,A,Google Search,TRUE,10.88
26,Man,53,A,Facebook,TRUE,43.21
49,Woman,31,A,TikTok,FALSE,236.85
21,Man,29,C,TikTok,TRUE,19.82
32,Woman,40,B,Instagram,TRUE,286.03
22,Man,63,B,Google Search,TRUE,100.95
49,Woman,55,B,Instagram,FALSE,330.89
47,Man,24,A,Facebook,TRUE,63.13
46,Other,56,C,Facebook,FALSE,238.74
47,Woman,31,B,Facebook,FALSE,229.78
48,Woman,48,B,TikTok,FALSE,290.91
50,Woman,2,C,Google Search,TRUE,438.62
18,Woman,67,C,Google Search,TRUE,113.45
38,Man,65,B,Facebook,TRUE,64.95
42,Man,5,C,Instagram,TRUE,242.11
51,Woman,25,A,TikTok,TRUE,222.96
22,Woman,89,C,Facebook,FALSE,186.16
33,Man,41,B,Google Search,FALSE,260.35
24,Woman,82,A,Facebook,TRUE,110.65
56,Man,31,A,Google Search,FALSE,220.66
59,Man,53,A,Facebook,FALSE,249.05
52,Woman,36,A,Instagram,FALSE,204.53
22,Non-Binary,64,A,Facebook,TRUE,100.31
47,Woman,9,C,Facebook,TRUE,218.37
57,Woman,15,A,Facebook,FALSE,213.3
43,Man,26,C,TikTok,FALSE,45.93
32,Woman,68,B,Facebook,TRUE,207.16
24,Man,43,A,TikTok,TRUE,83.16
30,Man,61,C,Facebook,TRUE,138.89
51,Woman,67,A,Facebook,TRUE,285.3
34,Man,50,A,TikTok,FALSE,103.76
43,Man,37,A,Facebook,TRUE,134.53
59,Man,1,B,Facebook,TRUE,271.07
49,Man,45,A,Instagram,TRUE,187.85
60,Woman,57,A,TikTok,FALSE,230.39
18,Non-Binary,65,B,Instagram,TRUE,139.04
36,Woman,46,A,Facebook,TRUE,132.88
41,Woman,60,C,Facebook,FALSE,219.99
49,Woman,37,C,Google Search,FALSE,242.73
22,Man,24,C,TikTok,TRUE,43.98
52,Man,11,C,Instagram,FALSE,255.28
45,Man,50,A,Facebook,TRUE,190.97
44,Woman,66,A,Facebook,FALSE,90.11
48,Woman,35,B,Google Search,FALSE,394.27
38,Man,49,A,Facebook,FALSE,129.48
54,Man,3,C,Google Search,FALSE,314.28
50,Non-Binary,37,C,Google Search,TRUE,423.92
38,Woman,43,A,Google Search,TRUE,149.82
56,Woman,37,A,TikTok,TRUE,217.12
44,Woman,35,A,Facebook,TRUE,163.6
50,Man,24,B,Facebook,TRUE,190
31,Man,43,A,Google Search,TRUE,80.9
64,Man,6,B,Instagram,TRUE,379.79
40,Woman,31,A,TikTok,TRUE,129.16
53,Other,43,A,TikTok,TRUE,158.39
38,Man,22,C,TikTok,TRUE,72.69
36,Woman,66,A,Google Search,TRUE,173.15
52,Man,6,C,Facebook,TRUE,281.5
18,Woman,61,C,TikTok,FALSE,0
47,Woman,8,B,Google Search,TRUE,451.12
46,Man,34,C,Facebook,TRUE,143.29
18,Woman,69,C,TikTok,FALSE,81.58
46,Woman,51,B,Facebook,TRUE,223.42
18,Man,35,A,TikTok,FALSE,34.75
50,Woman,1,B,Facebook,TRUE,237.12
33,Man,35,A,Facebook,TRUE,55.78
30,Woman,33,B,Google Search,TRUE,150.85
40,Woman,42,C,TikTok,FALSE,240.12
61,Woman,43,C,Facebook,TRUE,351.58
30,Man,52,A,Facebook,TRUE,52.9
48,Man,47,A,TikTok,TRUE,106.37
45,Man,39,B,Facebook,TRUE,209.61
22,Man,49,B,TikTok,FALSE,0
18,Man,75,A,Instagram,FALSE,78.1
18,Woman,69,C,Google Search,TRUE,134.26
48,Man,39,A,Google Search,TRUE,225.1
39,Man,49,C,TikTok,TRUE,92.76
68,Man,12,A,Facebook,FALSE,176.82
49,Woman,31,C,Facebook,FALSE,256.2
53,Woman,15,B,Facebook,TRUE,348.2
60,Man,23,A,Google Search,TRUE,210.68
32,Woman,63,C,Instagram,FALSE,245.69
48,Man,23,A,Instagram,FALSE,200.53
53,Woman,42,B,Facebook,TRUE,310.23
61,Woman,30,A,Facebook,TRUE,163.72
51,Non-Binary,46,A,Instagram,FALSE,183.26
46,Woman,32,B,Facebook,TRUE,222.59
27,Woman,52,A,Facebook,TRUE,112.27
51,Woman,31,A,Instagram,TRUE,274.07
48,Non-Binary,43,B,Google Search,FALSE,373.3
50,Woman,45,B,Facebook,TRUE,326.84
46,Man,27,B,Google Search,TRUE,287.89
37,Woman,23,C,TikTok,TRUE,211.83
39,Woman,38,B,TikTok,FALSE,211.11
50,Man,11,A,Facebook,FALSE,107.93
43,Man,23,C,Google Search,TRUE,232.88
28,Man,48,A,Instagram,FALSE,65.9
36,Woman,54,B,Facebook,TRUE,157.57
20,Non-Binary,91,C,Google Search,FALSE,169.69
25,Non-Binary,60,B,TikTok,TRUE,95.77
38,Man,28,C,Instagram,FALSE,185.08
18,Other,55,B,Google Search,TRUE,123.42
18,Man,38,B,Google Search,FALSE,49.37
57,Woman,41,A,Instagram,TRUE,309.63
31,Woman,59,A,Facebook,FALSE,101.2
18,Woman,68,A,TikTok,TRUE,57.39
38,Man,52,C,Google Search,FALSE,149.02
60,Man,46,B,Facebook,TRUE,239.51
50,Man,23,A,Instagram,TRUE,191.16
47,Man,49,A,Instagram,FALSE,170.31
58,Woman,35,A,TikTok,FALSE,153.44
28,Woman,81,C,Google Search,TRUE,165.6
51,Man,53,A,TikTok,TRUE,166.85
31,Woman,67,A,Instagram,TRUE,133.59
40,Man,61,B,Instagram,FALSE,194.76
73,Man,13,B,Google Search,TRUE,392.51
55,Woman,15,B,Facebook,TRUE,276.41
52,Man,26,B,TikTok,TRUE,206.96
23,Woman,39,B,Facebook,TRUE,103.56
28,Man,47,B,TikTok,TRUE,100.61
74,Man,11,B,Instagram,FALSE,399.54
24,Woman,60,C,Google Search,FALSE,167.71
43,Woman,30,B,Instagram,TRUE,303.64
53,Woman,39,A,Facebook,TRUE,182.51
55,Woman,44,B,Facebook,TRUE,353.13
56,Man,23,A,TikTok,TRUE,199.15
38,Woman,48,C,Instagram,FALSE,245.09
28,Non-Binary,53,C,Google Search,FALSE,114.08
35,Man,37,B,Google Search,TRUE,263.46
26,Woman,46,C,Facebook,TRUE,84.63
49,Man,15,C,TikTok,TRUE,170.38
57,Woman,34,C,Google Search,TRUE,499.42
72,Non-Binary,4,C,Facebook,TRUE,406.8
45,Man,13,A,Google Search,FALSE,183.43
27,Woman,61,A,Facebook,TRUE,36.01
55,Woman,42,C,Google Search,FALSE,386.35
54,Woman,47,A,Facebook,FALSE,181.01
36,Woman,33,B,TikTok,TRUE,84.44
18,Woman,90,C,Instagram,FALSE,110.04
51,Woman,34,B,Facebook,FALSE,205.69
57,Woman,45,A,Instagram,TRUE,275.47
36,Woman,27,B,Instagram,TRUE,296.02
48,Woman,50,A,Facebook,TRUE,227.34
36,Man,44,B,Facebook,TRUE,139.68
50,Woman,45,C,Facebook,TRUE,254.18
38,Man,64,B,Instagram,TRUE,174.45
35,Man,47,A,Facebook,TRUE,64.86
42,Man,45,A,Instagram,FALSE,97.32
36,Man,40,A,Google Search,FALSE,85.63
31,Woman,56,A,Facebook,TRUE,43.43
35,Man,45,A,Google Search,FALSE,102.8
40,Man,44,A,Google Search,TRUE,148.31
43,Man,20,A,TikTok,TRUE,127.26
63,Man,26,B,Instagram,TRUE,338.4
20,Other,46,C,TikTok,TRUE,114.51
37,Woman,29,A,TikTok,TRUE,55.95
49,Woman,38,A,Google Search,FALSE,250.88
66,Woman,3,C,Instagram,FALSE,395.82
46,Man,26,B,Instagram,TRUE,215.99
40,Woman,50,C,Google Search,TRUE,289.96
35,Woman,34,B,Google Search,TRUE,258.55
46,Woman,22,C,TikTok,TRUE,214.39
55,Man,48,A,Facebook,FALSE,143.33
37,Woman,54,B,Google Search,TRUE,270.83
42,Man,29,C,Instagram,TRUE,162.37
43,Woman,63,A,Facebook,TRUE,182.38
51,Other,20,A,Google Search,TRUE,255.11
57,Woman,40,B,Facebook,TRUE,337.58
44,Woman,38,B,TikTok,TRUE,243.23
39,Woman,56,C,TikTok,FALSE,173.2
61,Woman,36,B,Google Search,FALSE,401.17
42,Man,46,C,Google Search,TRUE,234.12
64,Woman,30,B,Instagram,FALSE,497.54
39,Man,46,A,Instagram,TRUE,140.16
49,Man,15,A,TikTok,TRUE,79.92
18,Woman,81,C,TikTok,FALSE,26.17
38,Woman,21,B,TikTok,FALSE,139.87
40,Man,7,A,Google Search,TRUE,180.58
29,Woman,44,B,Facebook,TRUE,140.58
24,Man,47,C,Facebook,FALSE,56.84
54,Man,29,A,Instagram,TRUE,224.37
54,Woman,51,C,Google Search,FALSE,348.27
21,Man,64,C,Facebook,TRUE,99.62
46,Woman,33,A,TikTok,FALSE,108.08
23,Man,56,A,Facebook,FALSE,33.39
24,Man,54,B,Facebook,TRUE,165.9
48,Man,49,B,Facebook,TRUE,142
30,Woman,55,B,Instagram,FALSE,230.05
55,Woman,41,C,Instagram,TRUE,367.14
41,Woman,39,B,TikTok,TRUE,225.38
48,Woman,42,A,TikTok,FALSE,216.92
32,Woman,42,A,Facebook,FALSE,115.8
23,Man,20,C,Facebook,TRUE,69.17
54,Man,44,A,Instagram,FALSE,139.99
44,Non-Binary,56,C,Instagram,TRUE,296.89
36,Woman,45,B,TikTok,TRUE,185.76
41,Man,19,C,Google Search,TRUE,206.37
60,Woman,8,B,Google Search,TRUE,425.53
30,Man,36,A,Instagram,TRUE,123.21
29,Man,50,B,Facebook,FALSE,102.92
31,Man,52,C,Google Search,FALSE,141.09
18,Man,49,A,Google Search,TRUE,113.43
52,Non-Binary,32,C,Instagram,FALSE,322.06
43,Woman,66,B,Instagram,TRUE,344.24
43,Woman,42,B,Instagram,TRUE,342.83
39,Woman,49,B,Google Search,TRUE,341.42
32,Man,32,A,TikTok,FALSE,103.78
28,Man,49,C,Instagram,FALSE,97.41
53,Woman,46,B,TikTok,TRUE,279.64
19,Non-Binary,77,C,Google Search,FALSE,131.86
47,Other,41,C,Facebook,TRUE,249.45
28,Woman,76,C,Facebook,FALSE,117.64
44,Woman,52,B,Facebook,TRUE,214.17
29,Man,31,A,TikTok,TRUE,105.67
32,Man,30,B,Google Search,TRUE,199.57
67,Woman,14,A,Facebook,FALSE,241.36
50,Man,22,C,Google Search,TRUE,231.45
18,Woman,92,A,Instagram,TRUE,102.12
42,Woman,36,A,Google Search,TRUE,191.66
33,Man,41,C,Google Search,FALSE,201.73
23,Woman,69,A,Facebook,FALSE,129.12
43,Man,29,C,Google Search,TRUE,258.38
42,Man,54,C,Facebook,TRUE,168.4
35,Man,19,B,Google Search,TRUE,196.31
70,Man,35,B,TikTok,TRUE,233.64
18,Woman,77,A,Facebook,FALSE,30.11
53,Woman,70,C,TikTok,TRUE,244.81
36,Woman,48,C,Facebook,TRUE,254.25
50,Woman,42,C,Facebook,TRUE,313.66
33,Woman,75,A,Google Search,TRUE,230.63
31,Woman,32,C,Instagram,TRUE,208.39
18,Non-Binary,68,C,TikTok,TRUE,75.66
37,Man,37,A,Instagram,FALSE,109.21
77,Woman,10,B,TikTok,TRUE,380.84
55,Woman,47,A,Facebook,TRUE,259.67
65,Woman,21,B,Instagram,FALSE,423.89
54,Woman,26,C,Google Search,FALSE,362.08
57,Woman,38,B,TikTok,FALSE,282.1
54,Man,24,C,Google Search,TRUE,297.56
47,Man,36,B,TikTok,TRUE,182.28
31,Woman,31,B,Google Search,TRUE,209.8
32,Woman,55,B,TikTok,TRUE,159.67
18,Woman,82,A,Instagram,TRUE,40.04
40,Other,27,B,Google Search,TRUE,254.74
53,Man,0,A,Facebook,FALSE,201.98
55,Man,35,A,Facebook,FALSE,126.3
41,Other,10,A,Google Search,TRUE,148.42
32,Woman,49,C,Instagram,TRUE,203.11
80,Woman,34,B,Instagram,TRUE,558.07
51,Woman,24,B,Facebook,TRUE,327.51
61,Man,3,A,Instagram,FALSE,208.08
35,Man,42,A,Instagram,TRUE,76.83
39,Non-Binary,56,A,Facebook,TRUE,164.56
47,Woman,38,C,Facebook,FALSE,211.9
65,Woman,31,A,Facebook,TRUE,268.72
35,Woman,55,B,Instagram,TRUE,261.76
53,Non-Binary,60,B,Facebook,TRUE,245.59
18,Man,65,C,Facebook,TRUE,0
32,Man,55,A,TikTok,TRUE,83.05
21,Non-Binary,58,B,TikTok,FALSE,115.84
57,Woman,8,A,Instagram,FALSE,179.5
38,Man,35,B,Facebook,TRUE,115.2
34,Woman,34,A,Google Search,TRUE,156.87
61,Woman,45,A,TikTok,TRUE,254.4
57,Man,16,A,Google Search,FALSE,274.01
27,Man,41,B,Facebook,FALSE,0.91
46,Woman,71,B,Instagram,TRUE,325.77
22,Man,49,A,Instagram,FALSE,126.54
33,Man,24,B,Facebook,TRUE,142.09
64,Woman,42,B,Google Search,TRUE,515.1
62,Woman,0,A,Google Search,FALSE,349.16
57,Non-Binary,53,A,Instagram,TRUE,306.45
31,Man,67,B,Instagram,FALSE,159.34
18,Man,11,B,TikTok,TRUE,3.93
22,Man,40,A,Facebook,TRUE,67.72
54,Woman,34,C,TikTok,TRUE,311.3
36,Non-Binary,54,A,Instagram,TRUE,245.64
18,Man,58,B,Instagram,TRUE,72.04
37,Man,39,A,TikTok,TRUE,61.81
61,Woman,24,C,Facebook,FALSE,302.11
50,Man,29,B,Instagram,FALSE,255.53
28,Man,52,B,Facebook,TRUE,113.77
18,Man,42,A,Facebook,TRUE,60.8
28,Woman,45,A,TikTok,TRUE,100.84
41,Man,46,B,Google Search,TRUE,230.92
53,Man,34,C,Instagram,TRUE,283.16
18,Man,36,A,Instagram,TRUE,81.88
55,Man,46,B,Google Search,FALSE,308.09
40,Woman,33,B,Instagram,TRUE,289.48
49,Man,26,A,Instagram,FALSE,176.23
18,Woman,69,B,Google Search,FALSE,103.17
30,Man,45,A,Facebook,TRUE,75.69
33,Man,25,B,TikTok,TRUE,123.22
56,Man,17,C,Google Search,TRUE,310.56
55,Woman,56,B,TikTok,TRUE,306.96
47,Woman,26,C,Facebook,FALSE,255.26
64,Man,14,B,TikTok,TRUE,219.88
32,Woman,56,C,Facebook,TRUE,128.5
55,Man,25,C,Facebook,FALSE,185.02
39,Woman,39,B,Instagram,TRUE,297.89
30,Woman,43,C,Instagram,TRUE,158.74
54,Woman,19,A,Facebook,TRUE,255.08
61,Man,18,B,Instagram,FALSE,253.61
53,Man,42,A,Instagram,TRUE,210.28
32,Man,66,B,Instagram,FALSE,85.31
33,Woman,68,A,TikTok,TRUE,65.26
61,Man,12,B,Instagram,TRUE,392.84
45,Woman,59,B,Google Search,FALSE,309.36
52,Man,32,B,Instagram,FALSE,231.58
35,Woman,48,B,TikTok,FALSE,122.08
59,Woman,12,C,TikTok,TRUE,284.08
28,Man,42,A,Facebook,TRUE,55.05
49,Woman,35,A,Instagram,TRUE,263.4
28,Man,59,A,Google Search,TRUE,68.82
18,Woman,75,A,Facebook,FALSE,30.98
20,Man,66,A,Facebook,FALSE,0
42,Non-Binary,39,A,TikTok,TRUE,80.19
53,Man,5,A,TikTok,TRUE,95.71
18,Woman,52,B,Instagram,TRUE,147.58
21,Woman,57,C,Instagram,TRUE,167.15
66,Man,10,A,Google Search,FALSE,232.21
33,Man,40,C,Facebook,FALSE,101.46
48,Man,64,C,Instagram,FALSE,273.56
32,Man,6,A,Instagram,TRUE,90.82
36,Man,40,B,Facebook,FALSE,167.15
41,Woman,49,C,Instagram,FALSE,252.67
40,Woman,46,B,Facebook,FALSE,221.59
37,Woman,41,C,Instagram,TRUE,258.69
33,Woman,43,A,TikTok,TRUE,176.07
18,Man,66,B,TikTok,TRUE,81.81
68,Man,21,B,Google Search,TRUE,413.45
67,Non-Binary,36,C,Facebook,TRUE,399.71
23,Man,29,A,Instagram,TRUE,68.66
37,Woman,51,A,Instagram,FALSE,126.41
61,Woman,4,A,Google Search,TRUE,300.42
55,Man,28,A,Instagram,TRUE,168.49
59,Woman,23,A,Facebook,TRUE,211.94
24,Man,63,B,Google Search,FALSE,134.52
79,Man,15,A,Facebook,TRUE,228.48
23,Woman,77,A,Google Search,FALSE,124.81
51,Woman,60,A,Facebook,FALSE,187.99
42,Woman,56,C,Instagram,TRUE,212.26
34,Non-Binary,61,C,Google Search,TRUE,247.63
34,Man,37,C,Instagram,TRUE,155.23
25,Woman,36,A,Instagram,TRUE,143.12
64,Man,21,C,Facebook,FALSE,239.29
41,Man,40,C,TikTok,TRUE,101.09
44,Other,36,A,Google Search,TRUE,150.52
43,Man,4,A,Google Search,TRUE,148.24
34,Woman,46,B,Google Search,TRUE,314.99
23,Man,47,C,TikTok,FALSE,69.17
44,Non-Binary,43,B,Google Search,TRUE,356.65
18,Man,51,A,Google Search,FALSE,150.06
19,Man,79,B,TikTok,TRUE,25.52
24,Non-Binary,31,B,Instagram,TRUE,188.08
24,Man,30,A,Facebook,TRUE,58.39
42,Man,48,B,Facebook,TRUE,134.55
64,Man,25,A,Google Search,FALSE,200.52
18,Man,43,A,Facebook,TRUE,91.66
47,Woman,22,C,Facebook,TRUE,260.45
53,Woman,37,A,Google Search,TRUE,327.28
25,Woman,57,A,Facebook,TRUE,91.61
39,Man,12,A,Google Search,TRUE,216.39
52,Other,18,B,Google Search,TRUE,340.43
36,Man,44,A,Facebook,TRUE,104.37
37,Man,22,A,Google Search,FALSE,151.08
45,Man,40,C,Facebook,TRUE,133.98
39,Woman,57,C,Facebook,TRUE,167.58
32,Man,39,B,TikTok,TRUE,181.79
38,Man,38,C,Instagram,TRUE,226.98
68,Man,21,A,TikTok,TRUE,241.18
53,Woman,44,B,Google Search,FALSE,417.12
26,Woman,36,B,TikTok,TRUE,127.86
21,Man,32,B,Facebook,TRUE,84.79
35,Man,26,C,Instagram,FALSE,136.14
60,Man,37,C,Facebook,FALSE,189.03
44,Man,74,A,Facebook,TRUE,138.3
29,Woman,67,A,Instagram,TRUE,109.93
53,Woman,47,A,Facebook,FALSE,186.41
38,Man,6,C,Facebook,FALSE,217.66
23,Woman,44,A,Google Search,FALSE,55.47
47,Man,23,C,Instagram,TRUE,245.28
63,Woman,28,A,TikTok,FALSE,193.05
47,Woman,33,A,Google Search,TRUE,293.92
43,Man,47,C,Facebook,TRUE,135
30,Woman,57,B,Instagram,TRUE,170.4
49,Other,3,B,Instagram,FALSE,250.84
24,Woman,56,C,Facebook,TRUE,145.92
18,Woman,49,B,TikTok,TRUE,151.29
39,Woman,45,A,Google Search,FALSE,165.6
39,Woman,67,C,Facebook,TRUE,181.57
75,Woman,5,C,Instagram,TRUE,509.64
22,Woman,78,A,TikTok,TRUE,62.13
43,Man,20,B,TikTok,TRUE,102.58
52,Woman,27,B,Instagram,TRUE,397.57
56,Woman,37,B,TikTok,FALSE,250.49
40,Man,35,C,TikTok,FALSE,62.21
29,Woman,93,A,Google Search,FALSE,176.14
39,Man,11,A,Instagram,TRUE,138.14
69,Man,19,B,TikTok,TRUE,242.88
47,Woman,63,B,Google Search,TRUE,431.25
18,Woman,64,C,Facebook,FALSE,91.76
61,Man,22,B,TikTok,TRUE,172.83
48,Man,44,C,Instagram,FALSE,242.6
39,Woman,42,C,Google Search,FALSE,273.38
40,Woman,53,C,Instagram,TRUE,306.98
38,Woman,74,C,Instagram,FALSE,144.07
44,Man,38,B,TikTok,FALSE,111.67
32,Man,43,C,Google Search,FALSE,108.99
44,Woman,25,B,Instagram,FALSE,298.11
26,Woman,54,B,TikTok,TRUE,135.88
43,Non-Binary,36,C,Google Search,FALSE,269.19
57,Man,14,B,Google Search,FALSE,286.96
48,Woman,46,C,Google Search,TRUE,363.27
56,Man,40,B,Facebook,TRUE,229.12
24,Man,28,A,Facebook,TRUE,82.31
41,Man,23,C,Instagram,FALSE,209.5
49,Non-Binary,13,C,TikTok,TRUE,243.3
24,Woman,58,B,Instagram,FALSE,147
63,Man,39,B,Google Search,FALSE,312.85
24,Non-Binary,65,A,Google Search,FALSE,95.39
42,Man,39,A,Facebook,FALSE,132.32
42,Non-Binary,37,B,TikTok,TRUE,225.99
42,Man,13,B,TikTok,TRUE,143.08
37,Woman,51,B,Facebook,TRUE,190.14
47,Man,10,C,Instagram,FALSE,284.01
25,Man,29,A,Instagram,TRUE,15.76
21,Woman,67,C,Instagram,TRUE,120.03
30,Woman,60,A,Facebook,FALSE,68.11
39,Woman,48,A,Facebook,FALSE,156.96
59,Other,38,A,Facebook,TRUE,188.55
64,Man,17,B,Instagram,FALSE,267.01
45,Woman,46,C,Facebook,FALSE,231.91
46,Woman,29,A,TikTok,FALSE,115
36,Man,20,B,Google Search,TRUE,200.53
41,Woman,48,B,Facebook,TRUE,290.94
19,Woman,48,A,Google Search,TRUE,60.79
44,Man,44,C,Facebook,FALSE,111.66
32,Woman,26,B,Instagram,FALSE,199.23
45,Woman,56,A,TikTok,TRUE,208.14
35,Man,31,C,Instagram,TRUE,171.54
30,Man,61,A,Instagram,TRUE,30.6
37,Man,29,A,TikTok,TRUE,42.5
34,Woman,51,A,Instagram,TRUE,235.72
56,Man,9,C,Instagram,TRUE,225.08
43,Man,29,C,Instagram,TRUE,138.64
46,Woman,70,A,Instagram,TRUE,172.48
21,Man,78,C,Google Search,FALSE,69.04
62,Man,4,A,TikTok,TRUE,149.02
42,Woman,45,A,Instagram,TRUE,196.64
27,Man,54,C,Google Search,TRUE,132.19
45,Woman,67,C,Instagram,TRUE,329.33
53,Woman,37,B,Facebook,TRUE,284.44
19,Woman,87,A,Facebook,TRUE,74.83
65,Man,28,C,TikTok,TRUE,255.53
38,Woman,40,B,Facebook,TRUE,183.82
57,Woman,36,B,Instagram,FALSE,371.65
41,Man,19,C,Google Search,TRUE,250.33
35,Woman,54,B,Facebook,FALSE,103.57
18,Woman,69,C,Facebook,TRUE,94.17
23,Woman,62,B,Instagram,FALSE,176.09
39,Man,59,B,Facebook,TRUE,194.66
52,Woman,25,A,Instagram,FALSE,231.35
18,Woman,95,B,Google Search,FALSE,98.49
61,Man,33,C,Facebook,FALSE,213.01
61,Other,26,A,TikTok,TRUE,172.39
23,Non-Binary,51,C,Instagram,FALSE,130.25
